suburb,state,postcode,domain_slug,property_category,bedrooms,median_sold_price,days_on_market,auction_clearance_rate,number_sold,median_rent_price,rental_yield_pct,entry_level_price,luxury_level_price
West Hoxton,NSW,2171,west-hoxton-nsw-2171,House,3,1177500,0,0,10,700,3.09,917250,1276150
West Hoxton,NSW,2171,west-hoxton-nsw-2171,House,4,1311500,30,0.65625,44,840,3.33,1057500,1677000
West Hoxton,NSW,2171,west-hoxton-nsw-2171,House,5,1405000,0,0.4444444444444444,17,950,3.52,1244000,2026000
Ashtonfield,NSW,2323,ashtonfield-nsw-2323,House,2,0,0,0,2,0,,0,0
Ashtonfield,NSW,2323,ashtonfield-nsw-2323,House,3,800000,18,0,22,675,4.39,631000,937000
Ashtonfield,NSW,2323,ashtonfield-nsw-2323,House,4,957500,22,0,58,750,4.07,805000,1256250
Ashtonfield,NSW,2323,ashtonfield-nsw-2323,House,5,0,0,0,6,0,,0,0
Ashtonfield,NSW,2323,ashtonfield-nsw-2323,Unit,1,0,0,0,0,0,,0,0
Ashtonfield,NSW,2323,ashtonfield-nsw-2323,Unit,2,0,0,0,0,0,,0,0
Ashtonfield,NSW,2323,ashtonfield-nsw-2323,Unit,3,0,0,0,2,0,,0,0
Bomaderry,NSW,2541,bomaderry-nsw-2541,House,2,555000,78,0,18,450,4.22,302500,768000
Bomaderry,NSW,2541,bomaderry-nsw-2541,House,3,720000,28,0,75,550,3.97,557750,850000
Bomaderry,NSW,2541,bomaderry-nsw-2541,House,4,880000,29,0,39,650,3.84,687700,1287500
Bomaderry,NSW,2541,bomaderry-nsw-2541,House,5,943750,41,0,14,0,,751525,1484750
Bomaderry,NSW,2541,bomaderry-nsw-2541,Unit,1,0,0,0,0,0,,0,0
Bomaderry,NSW,2541,bomaderry-nsw-2541,Unit,2,480000,0,0,13,430,4.66,365000,579500
Bomaderry,NSW,2541,bomaderry-nsw-2541,Unit,3,0,0,0,1,520,,0,0
Medowie,NSW,2318,medowie-nsw-2318,House,2,0,0,0,3,520,,0,0
Medowie,NSW,2318,medowie-nsw-2318,House,3,785000,21,0,63,620,4.11,670152,1307500
Medowie,NSW,2318,medowie-nsw-2318,House,4,1100000,27,0,120,725,3.43,794575,1476100
Medowie,NSW,2318,medowie-nsw-2318,House,5,1385500,29,0,23,0,,1001000,1687000
Medowie,NSW,2318,medowie-nsw-2318,Unit,1,0,0,0,0,0,,0,0
Medowie,NSW,2318,medowie-nsw-2318,Unit,2,0,0,0,2,495,,0,0
Medowie,NSW,2318,medowie-nsw-2318,Unit,3,0,0,0,0,0,,0,0
North Lambton,NSW,2299,north-lambton-nsw-2299,House,2,850000,0,0,11,640,3.92,691250,1025000
North Lambton,NSW,2299,north-lambton-nsw-2299,House,3,967500,16,0.8181818181818182,42,750,4.03,730600,1307700
North Lambton,NSW,2299,north-lambton-nsw-2299,House,4,1105500,17,0,14,718,3.38,935000,1597250
North Lambton,NSW,2299,north-lambton-nsw-2299,House,5,0,0,0,2,0,,0,0
North Lambton,NSW,2299,north-lambton-nsw-2299,Unit,1,0,0,0,0,385,,0,0
North Lambton,NSW,2299,north-lambton-nsw-2299,Unit,2,0,0,0,1,535,,0,0
North Lambton,NSW,2299,north-lambton-nsw-2299,Unit,3,0,0,0,1,0,,0,0
Punchbowl,NSW,2196,punchbowl-nsw-2196,House,2,0,0,0,7,650,,0,0
Punchbowl,NSW,2196,punchbowl-nsw-2196,House,3,1325000,35,0.7068965517241379,66,800,3.14,1023750,1818750
Punchbowl,NSW,2196,punchbowl-nsw-2196,House,4,1415000,62,0.5,48,980,3.6,1165250,2024750
Punchbowl,NSW,2196,punchbowl-nsw-2196,House,5,1750000,0,0.39285714285714285,19,1200,3.57,1215000,2155500
Punchbowl,NSW,2196,punchbowl-nsw-2196,Unit,1,465000,0,0,11,450,5.03,365000,637000
Punchbowl,NSW,2196,punchbowl-nsw-2196,Unit,2,540000,25,0,71,560,5.39,457500,675000
Punchbowl,NSW,2196,punchbowl-nsw-2196,Unit,3,0,0,0,8,750,,0,0
West Pymble,NSW,2073,west-pymble-nsw-2073,House,2,0,0,0,1,0,,0,0
West Pymble,NSW,2073,west-pymble-nsw-2073,House,3,2650000,0,0.6153846153846154,14,0,,1991250,5580000
West Pymble,NSW,2073,west-pymble-nsw-2073,House,4,2979500,0,0.5675675675675675,26,1350,2.36,2067500,3657500
West Pymble,NSW,2073,west-pymble-nsw-2073,House,5,3100888,0,0.41935483870967744,19,1500,2.52,2492000,6209800
Annandale,NSW,2038,annandale-nsw-2038,House,2,1855000,50,0.65,44,950,2.66,1546500,2485750
Annandale,NSW,2038,annandale-nsw-2038,House,3,2433000,32,0.6612903225806451,60,1250,2.67,1886100,3128400
Annandale,NSW,2038,annandale-nsw-2038,House,4,3232500,52,0.6046511627906976,40,1490,2.4,2209500,4443500
Annandale,NSW,2038,annandale-nsw-2038,House,5,0,0,0,9,0,,0,0
Annandale,NSW,2038,annandale-nsw-2038,Unit,1,720000,35,0.6875,22,585,4.23,610000,910000
Annandale,NSW,2038,annandale-nsw-2038,Unit,2,1062500,0,0.8666666666666667,18,800,3.92,897000,1775000
Annandale,NSW,2038,annandale-nsw-2038,Unit,3,0,0,0,2,0,,0,0
Bradbury,NSW,2560,bradbury-nsw-2560,House,2,0,0,0,2,480,,0,0
Bradbury,NSW,2560,bradbury-nsw-2560,House,3,930000,10,0,69,600,3.35,692400,1073000
Bradbury,NSW,2560,bradbury-nsw-2560,House,4,1030000,24,0,43,750,3.79,838300,1178000
Bradbury,NSW,2560,bradbury-nsw-2560,House,5,1140000,32,0,11,850,3.88,975000,1362500
Bradbury,NSW,2560,bradbury-nsw-2560,Unit,1,0,0,0,0,0,,0,0
Bradbury,NSW,2560,bradbury-nsw-2560,Unit,2,0,0,0,9,480,,0,0
Bradbury,NSW,2560,bradbury-nsw-2560,Unit,3,0,0,0,1,0,,0,0
Chester Hill,NSW,2162,chester-hill-nsw-2162,House,2,0,0,0,8,620,,0,0
Chester Hill,NSW,2162,chester-hill-nsw-2162,House,3,1300000,27,0.7,60,750,3.0,839500,1662950
Chester Hill,NSW,2162,chester-hill-nsw-2162,House,4,1439000,24,0.6,36,925,3.34,1219750,1689250
Chester Hill,NSW,2162,chester-hill-nsw-2162,House,5,1500000,51,0.4666666666666667,37,1195,4.14,1173000,2005000
Chester Hill,NSW,2162,chester-hill-nsw-2162,Unit,1,0,0,0,0,450,,0,0
Chester Hill,NSW,2162,chester-hill-nsw-2162,Unit,2,0,0,0,6,570,,0,0
Chester Hill,NSW,2162,chester-hill-nsw-2162,Unit,3,0,0,0,3,690,,0,0
Chipping Norton,NSW,2170,chipping-norton-nsw-2170,House,2,0,0,0,6,575,,0,0
Chipping Norton,NSW,2170,chipping-norton-nsw-2170,House,3,1420000,24,0,44,778,2.85,883000,1809000
Chipping Norton,NSW,2170,chipping-norton-nsw-2170,House,4,1455000,47,0.47058823529411764,66,985,3.52,1025000,1965000
Chipping Norton,NSW,2170,chipping-norton-nsw-2170,House,5,1630000,32,0.5,38,1025,3.27,1270000,2136000
Cliftleigh,NSW,2321,cliftleigh-nsw-2321,House,2,0,0,0,1,500,,0,0
Cliftleigh,NSW,2321,cliftleigh-nsw-2321,House,3,0,0,0,5,620,,0,0
Cliftleigh,NSW,2321,cliftleigh-nsw-2321,House,4,831000,20,0,39,690,4.32,758200,922350
Cliftleigh,NSW,2321,cliftleigh-nsw-2321,House,5,0,0,0,4,0,,0,0
Cliftleigh,NSW,2321,cliftleigh-nsw-2321,Unit,1,0,0,0,0,0,,0,0
Cliftleigh,NSW,2321,cliftleigh-nsw-2321,Unit,2,0,0,0,0,0,,0,0
Cliftleigh,NSW,2321,cliftleigh-nsw-2321,Unit,3,0,0,0,0,0,,0,0
Cootamundra,NSW,2590,cootamundra-nsw-2590,House,2,356250,88,0,14,0,,316500,425700
Cootamundra,NSW,2590,cootamundra-nsw-2590,House,3,415000,76,0,82,470,5.89,285250,631200
Cootamundra,NSW,2590,cootamundra-nsw-2590,House,4,592500,92,0,55,570,5.0,373000,824750
Cootamundra,NSW,2590,cootamundra-nsw-2590,House,5,0,0,0,7,0,,0,0
Cootamundra,NSW,2590,cootamundra-nsw-2590,Unit,1,0,0,0,0,0,,0,0
Cootamundra,NSW,2590,cootamundra-nsw-2590,Unit,2,0,0,0,3,0,,0,0
Cootamundra,NSW,2590,cootamundra-nsw-2590,Unit,3,0,0,0,6,0,,0,0
Horsley,NSW,2530,horsley-nsw-2530,House,2,0,0,0,0,0,,0,0
Horsley,NSW,2530,horsley-nsw-2530,House,3,875000,15,0,57,750,4.46,803500,1004800
Horsley,NSW,2530,horsley-nsw-2530,House,4,1070000,23,0,65,820,3.99,880000,1406000
Horsley,NSW,2530,horsley-nsw-2530,House,5,1200000,59,0,17,0,,913600,1463000
Narellan Vale,NSW,2567,narellan-vale-nsw-2567,House,2,0,0,0,0,0,,0,0
Narellan Vale,NSW,2567,narellan-vale-nsw-2567,House,3,1025000,10,0,39,680,3.45,798000,1225500
Narellan Vale,NSW,2567,narellan-vale-nsw-2567,House,4,1200000,14,0,61,763,3.31,990000,1420000
Narellan Vale,NSW,2567,narellan-vale-nsw-2567,House,5,0,0,0,5,0,,0,0
Narellan Vale,NSW,2567,narellan-vale-nsw-2567,Unit,1,0,0,0,0,0,,0,0
Narellan Vale,NSW,2567,narellan-vale-nsw-2567,Unit,2,0,0,0,0,0,,0,0
Narellan Vale,NSW,2567,narellan-vale-nsw-2567,Unit,3,0,0,0,1,0,,0,0
North Richmond,NSW,2754,north-richmond-nsw-2754,House,2,0,0,0,7,520,,0,0
North Richmond,NSW,2754,north-richmond-nsw-2754,House,3,915000,20,0,33,650,3.69,798000,1220600
North Richmond,NSW,2754,north-richmond-nsw-2754,House,4,1322000,54,0,57,810,3.19,958000,1880000
North Richmond,NSW,2754,north-richmond-nsw-2754,House,5,1460000,57,0,24,0,,1161250,1974250
North Richmond,NSW,2754,north-richmond-nsw-2754,Unit,1,0,0,0,0,0,,0,0
North Richmond,NSW,2754,north-richmond-nsw-2754,Unit,2,0,0,0,5,520,,0,0
North Richmond,NSW,2754,north-richmond-nsw-2754,Unit,3,0,0,0,3,0,,0,0
Petersham,NSW,2049,petersham-nsw-2049,House,2,1780000,0,0.875,22,895,2.61,1407900,1975850
Petersham,NSW,2049,petersham-nsw-2049,House,3,2100000,50,0.7222222222222222,39,1250,3.1,1369000,2968000
Petersham,NSW,2049,petersham-nsw-2049,House,4,2919500,0,0.5789473684210527,14,1450,2.58,2107500,3851250
Petersham,NSW,2049,petersham-nsw-2049,House,5,0,0,0,9,0,,0,0
Petersham,NSW,2049,petersham-nsw-2049,Unit,1,792500,38,0.6451612903225806,49,620,4.07,573500,973000
Petersham,NSW,2049,petersham-nsw-2049,Unit,2,1222500,53,0.775,56,750,3.19,786250,1468750
Petersham,NSW,2049,petersham-nsw-2049,Unit,3,0,0,0,1,950,,0,0
Rooty Hill,NSW,2766,rooty-hill-nsw-2766,House,2,0,0,0,8,550,,0,0
Rooty Hill,NSW,2766,rooty-hill-nsw-2766,House,3,940000,21,0.6666666666666666,87,650,3.6,777750,1440625
Rooty Hill,NSW,2766,rooty-hill-nsw-2766,House,4,967500,28,0.5333333333333333,57,780,4.19,838750,1452375
Rooty Hill,NSW,2766,rooty-hill-nsw-2766,House,5,1311250,27,0.4,14,900,3.57,1052750,1614250
Rooty Hill,NSW,2766,rooty-hill-nsw-2766,Unit,1,0,0,0,1,0,,0,0
Rooty Hill,NSW,2766,rooty-hill-nsw-2766,Unit,2,0,0,0,8,520,,0,0
Rooty Hill,NSW,2766,rooty-hill-nsw-2766,Unit,3,835000,11,0,13,708,4.41,547000,875000
Willoughby,NSW,2068,willoughby-nsw-2068,House,2,0,0,0,3,1000,,0,0
Willoughby,NSW,2068,willoughby-nsw-2068,House,3,3045000,0,0.5,22,1250,2.13,2561250,4247500
Willoughby,NSW,2068,willoughby-nsw-2068,House,4,4200000,0,0.5357142857142857,23,1788,2.21,2826000,5570000
Willoughby,NSW,2068,willoughby-nsw-2068,House,5,4710000,0,0.43478260869565216,15,2575,2.84,3137500,5295000
Willoughby,NSW,2068,willoughby-nsw-2068,Unit,1,795000,36,0,18,610,3.99,303500,973500
Willoughby,NSW,2068,willoughby-nsw-2068,Unit,2,1380000,50,0.75,44,978,3.69,881875,1614593
Willoughby,NSW,2068,willoughby-nsw-2068,Unit,3,2100000,63,0.4,45,1275,3.16,1401000,3570000
Adamstown Heights,NSW,2289,adamstown-heights-nsw-2289,House,2,0,0,0,5,0,,0,0
Adamstown Heights,NSW,2289,adamstown-heights-nsw-2289,House,3,1200000,18,0.9230769230769231,56,750,3.25,847500,1458750
Adamstown Heights,NSW,2289,adamstown-heights-nsw-2289,House,4,1542500,22,0,32,950,3.2,1039500,2333750
Adamstown Heights,NSW,2289,adamstown-heights-nsw-2289,House,5,1450000,27,0,17,0,,1180000,2063000
Adamstown Heights,NSW,2289,adamstown-heights-nsw-2289,Unit,1,0,0,0,0,0,,0,0
Adamstown Heights,NSW,2289,adamstown-heights-nsw-2289,Unit,2,0,0,0,2,0,,0,0
Adamstown Heights,NSW,2289,adamstown-heights-nsw-2289,Unit,3,0,0,0,1,0,,0,0
Bungendore,NSW,2621,bungendore-nsw-2621,House,2,0,0,0,6,0,,0,0
Bungendore,NSW,2621,bungendore-nsw-2621,House,3,843750,43,0,22,630,3.88,685750,1137372
Bungendore,NSW,2621,bungendore-nsw-2621,House,4,1135000,64,0,68,875,4.01,828675,1450000
Bungendore,NSW,2621,bungendore-nsw-2621,House,5,0,0,0,5,0,,0,0
Bungendore,NSW,2621,bungendore-nsw-2621,Unit,1,0,0,0,0,0,,0,0
Bungendore,NSW,2621,bungendore-nsw-2621,Unit,2,0,0,0,1,0,,0,0
Bungendore,NSW,2621,bungendore-nsw-2621,Unit,3,0,0,0,0,0,,0,0
Croydon Park,NSW,2133,croydon-park-nsw-2133,House,2,1565000,0,0.8571428571428571,15,710,2.36,998500,1916500
Croydon Park,NSW,2133,croydon-park-nsw-2133,House,3,1925000,0,0.8043478260869565,47,950,2.57,1388000,2690500
Croydon Park,NSW,2133,croydon-park-nsw-2133,House,4,2555000,0,0.5357142857142857,22,1150,2.34,1438000,3290000
Croydon Park,NSW,2133,croydon-park-nsw-2133,House,5,2635000,0,0.6190476190476191,17,0,,1906000,3312000
Croydon Park,NSW,2133,croydon-park-nsw-2133,Unit,1,0,0,0,9,475,,0,0
Croydon Park,NSW,2133,croydon-park-nsw-2133,Unit,2,780000,23,0.8076923076923077,47,600,4.0,559300,909400
Croydon Park,NSW,2133,croydon-park-nsw-2133,Unit,3,0,0,0,2,0,,0,0
Culburra Beach,NSW,2540,culburra-beach-nsw-2540,House,2,750000,53,0,18,480,3.33,685500,1338500
Culburra Beach,NSW,2540,culburra-beach-nsw-2540,House,3,960000,64,0.4166666666666667,42,585,3.17,701000,2508250
Culburra Beach,NSW,2540,culburra-beach-nsw-2540,House,4,1300925,111,0,22,680,2.72,883000,2340000
Culburra Beach,NSW,2540,culburra-beach-nsw-2540,House,5,1437500,0,0,10,0,,932000,5125000
Culburra Beach,NSW,2540,culburra-beach-nsw-2540,Unit,1,0,0,0,0,0,,0,0
Culburra Beach,NSW,2540,culburra-beach-nsw-2540,Unit,2,0,0,0,1,0,,0,0
Culburra Beach,NSW,2540,culburra-beach-nsw-2540,Unit,3,0,0,0,2,0,,0,0
Currans Hill,NSW,2567,currans-hill-nsw-2567,House,2,0,0,0,2,0,,0,0
Currans Hill,NSW,2567,currans-hill-nsw-2567,House,3,1005500,8,0,39,640,3.31,853600,1120450
Currans Hill,NSW,2567,currans-hill-nsw-2567,House,4,1105500,17,0,28,750,3.53,931700,1744750
Currans Hill,NSW,2567,currans-hill-nsw-2567,House,5,0,0,0,6,0,,0,0
Figtree,NSW,2525,figtree-nsw-2525,House,2,0,0,0,5,625,,0,0
Figtree,NSW,2525,figtree-nsw-2525,House,3,1125500,19,0.6363636363636364,62,750,3.47,801750,1400000
Figtree,NSW,2525,figtree-nsw-2525,House,4,1310000,27,0.47619047619047616,62,898,3.56,1041500,2142500
Figtree,NSW,2525,figtree-nsw-2525,House,5,1360000,26,0,19,1075,4.11,1064000,2979000
Figtree,NSW,2525,figtree-nsw-2525,Unit,1,0,0,0,0,0,,0,0
Figtree,NSW,2525,figtree-nsw-2525,Unit,2,602500,18,0,12,540,4.66,345750,839500
Figtree,NSW,2525,figtree-nsw-2525,Unit,3,0,0,0,8,0,,0,0
Glenfield Park,NSW,2650,glenfield-park-nsw-2650,House,2,536000,0,0,11,0,,457500,743000
Glenfield Park,NSW,2650,glenfield-park-nsw-2650,House,3,671135,23,0,76,550,4.26,590000,717375
Glenfield Park,NSW,2650,glenfield-park-nsw-2650,House,4,731400,23,0,38,620,4.41,614500,849800
Glenfield Park,NSW,2650,glenfield-park-nsw-2650,House,5,0,0,0,2,0,,0,0
Glenfield Park,NSW,2650,glenfield-park-nsw-2650,Unit,1,0,0,0,1,0,,0,0
Glenfield Park,NSW,2650,glenfield-park-nsw-2650,Unit,2,0,0,0,6,430,,0,0
Glenfield Park,NSW,2650,glenfield-park-nsw-2650,Unit,3,0,0,0,2,0,,0,0
Greenacre,NSW,2190,greenacre-nsw-2190,House,2,0,0,0,8,630,,0,0
Greenacre,NSW,2190,greenacre-nsw-2190,House,3,1360000,43,0.6865671641791045,91,850,3.25,861250,1817750
Greenacre,NSW,2190,greenacre-nsw-2190,House,4,1600000,43,0.5147058823529411,68,1100,3.57,1119800,2204200
Greenacre,NSW,2190,greenacre-nsw-2190,House,5,1745000,45,0.4594594594594595,54,1300,3.87,1312750,2505000
Greenacre,NSW,2190,greenacre-nsw-2190,Unit,1,0,0,0,5,580,,0,0
Greenacre,NSW,2190,greenacre-nsw-2190,Unit,2,670000,0,0,11,690,5.36,530000,799000
Greenacre,NSW,2190,greenacre-nsw-2190,Unit,3,820000,33,0,29,785,4.98,489000,1102000
Kiama,NSW,2533,kiama-nsw-2533,House,2,1175000,0,0,11,650,2.88,739000,1782500
Kiama,NSW,2533,kiama-nsw-2533,House,3,1200000,50,0,57,800,3.47,950000,2021000
Kiama,NSW,2533,kiama-nsw-2533,House,4,1827500,73,0.25,40,860,2.45,1235500,3952500
Kiama,NSW,2533,kiama-nsw-2533,House,5,1775000,94,0,13,0,,1490000,3530000
Kiama,NSW,2533,kiama-nsw-2533,Unit,1,512500,0,0,10,490,4.97,403750,885250
Kiama,NSW,2533,kiama-nsw-2533,Unit,2,800000,26,0,22,608,3.95,701750,1692500
Kiama,NSW,2533,kiama-nsw-2533,Unit,3,1450000,77,0,28,750,2.69,891250,3857500
Lochinvar,NSW,2321,lochinvar-nsw-2321,House,2,0,0,0,3,500,,0,0
Lochinvar,NSW,2321,lochinvar-nsw-2321,House,3,767500,27,0,30,620,4.2,680750,1154000
Lochinvar,NSW,2321,lochinvar-nsw-2321,House,4,910000,55,0,121,750,4.29,716250,1350000
Lochinvar,NSW,2321,lochinvar-nsw-2321,House,5,1053500,0,0,10,830,4.1,883350,1712000
Lochinvar,NSW,2321,lochinvar-nsw-2321,Unit,1,0,0,0,0,0,,0,0
Lochinvar,NSW,2321,lochinvar-nsw-2321,Unit,2,0,0,0,0,520,,0,0
Lochinvar,NSW,2321,lochinvar-nsw-2321,Unit,3,0,0,0,3,0,,0,0
Stanhope Gardens,NSW,2768,stanhope-gardens-nsw-2768,House,2,0,0,0,2,0,,0,0
Stanhope Gardens,NSW,2768,stanhope-gardens-nsw-2768,House,3,1300000,24,0,27,800,3.2,1067100,1430000
Stanhope Gardens,NSW,2768,stanhope-gardens-nsw-2768,House,4,1540000,43,0.48148148148148145,37,890,3.01,1020800,1948000
Stanhope Gardens,NSW,2768,stanhope-gardens-nsw-2768,House,5,1960000,57,0.5625,27,1100,2.92,1608000,2431300
Thrumster,NSW,2444,thrumster-nsw-2444,House,2,0,0,0,5,490,,0,0
Thrumster,NSW,2444,thrumster-nsw-2444,House,3,817500,29,0,35,660,4.2,699750,971750
Thrumster,NSW,2444,thrumster-nsw-2444,House,4,955000,35,0,74,750,4.08,781200,1200000
Thrumster,NSW,2444,thrumster-nsw-2444,House,5,0,0,0,2,0,,0,0
Dapto,NSW,2530,dapto-nsw-2530,House,2,0,0,0,4,550,,0,0
Dapto,NSW,2530,dapto-nsw-2530,House,3,830000,19,0,102,680,4.26,720400,1074250
Dapto,NSW,2530,dapto-nsw-2530,House,4,940000,22,0,46,770,4.26,742500,1316500
Dapto,NSW,2530,dapto-nsw-2530,House,5,1050000,23,0,13,875,4.33,871800,1332000
Dapto,NSW,2530,dapto-nsw-2530,Unit,1,0,0,0,0,430,,0,0
Dapto,NSW,2530,dapto-nsw-2530,Unit,2,0,0,0,7,530,,0,0
Dapto,NSW,2530,dapto-nsw-2530,Unit,3,0,0,0,9,0,,0,0
Forbes,NSW,2871,forbes-nsw-2871,House,2,363750,81,0,16,340,4.86,213000,546250
Forbes,NSW,2871,forbes-nsw-2871,House,3,420000,55,0.5238095238095238,82,425,5.26,235500,707250
Forbes,NSW,2871,forbes-nsw-2871,House,4,645000,140,0.5714285714285714,54,495,3.99,352400,1040250
Forbes,NSW,2871,forbes-nsw-2871,House,5,0,0,0,6,0,,0,0
Forbes,NSW,2871,forbes-nsw-2871,Unit,1,0,0,0,1,205,,0,0
Forbes,NSW,2871,forbes-nsw-2871,Unit,2,0,0,0,4,330,,0,0
Forbes,NSW,2871,forbes-nsw-2871,Unit,3,0,0,0,1,0,,0,0
Greystanes,NSW,2145,greystanes-nsw-2145,House,2,0,0,0,3,550,,0,0
Greystanes,NSW,2145,greystanes-nsw-2145,House,3,1437000,30,0.6612903225806451,107,750,2.71,958750,1708000
Greystanes,NSW,2145,greystanes-nsw-2145,House,4,1514000,39,0.5555555555555556,104,950,3.26,1152500,2000000
Greystanes,NSW,2145,greystanes-nsw-2145,House,5,1680000,61,0.40816326530612246,65,1100,3.4,1421000,2917500
Greystanes,NSW,2145,greystanes-nsw-2145,Unit,1,0,0,0,0,410,,0,0
Greystanes,NSW,2145,greystanes-nsw-2145,Unit,2,0,0,0,3,580,,0,0
Greystanes,NSW,2145,greystanes-nsw-2145,Unit,3,0,0,0,6,0,,0,0
Hunters Hill,NSW,2110,hunters-hill-nsw-2110,House,2,0,0,0,3,0,,0,0
Hunters Hill,NSW,2110,hunters-hill-nsw-2110,House,3,3100000,0,0.6818181818181818,23,1200,2.01,2396500,5757500
Hunters Hill,NSW,2110,hunters-hill-nsw-2110,House,4,4032500,42,0.6086956521739131,41,1750,2.26,2821750,13009400
Hunters Hill,NSW,2110,hunters-hill-nsw-2110,House,5,6255000,32,0.6595744680851063,42,2775,2.31,3404000,11665000
Hunters Hill,NSW,2110,hunters-hill-nsw-2110,Unit,1,0,0,0,4,578,,0,0
Hunters Hill,NSW,2110,hunters-hill-nsw-2110,Unit,2,875000,0,0,19,750,4.46,625200,1425000
Hunters Hill,NSW,2110,hunters-hill-nsw-2110,Unit,3,0,0,0,5,0,,0,0
Peakhurst,NSW,2210,peakhurst-nsw-2210,House,2,0,0,0,6,700,,0,0
Peakhurst,NSW,2210,peakhurst-nsw-2210,House,3,1525000,35,0.625,43,800,2.73,1160759,2046500
Peakhurst,NSW,2210,peakhurst-nsw-2210,House,4,1710000,44,0.7037037037037037,43,1085,3.3,1302000,2209000
Peakhurst,NSW,2210,peakhurst-nsw-2210,House,5,2030000,32,0.75,27,1298,3.32,1517400,2367500
Peakhurst,NSW,2210,peakhurst-nsw-2210,Unit,1,623250,0,0,10,570,4.76,554025,655500
Peakhurst,NSW,2210,peakhurst-nsw-2210,Unit,2,812500,25,0,41,720,4.61,659500,1251250
Peakhurst,NSW,2210,peakhurst-nsw-2210,Unit,3,1235000,0,0,11,900,3.79,942500,1500000
Waratah,NSW,2298,waratah-nsw-2298,House,2,860000,0,0,13,630,3.81,654920,963200
Waratah,NSW,2298,waratah-nsw-2298,House,3,982500,17,0,38,700,3.7,825500,1217250
Waratah,NSW,2298,waratah-nsw-2298,House,4,0,0,0,9,850,,0,0
Waratah,NSW,2298,waratah-nsw-2298,House,5,0,0,0,0,0,,0,0
Waratah,NSW,2298,waratah-nsw-2298,Unit,1,0,0,0,1,440,,0,0
Waratah,NSW,2298,waratah-nsw-2298,Unit,2,731000,0,0,12,550,3.91,498000,775000
Waratah,NSW,2298,waratah-nsw-2298,Unit,3,0,0,0,0,0,,0,0
Fern Bay,NSW,2295,fern-bay-nsw-2295,House,2,0,0,0,9,0,,0,0
Fern Bay,NSW,2295,fern-bay-nsw-2295,House,3,815000,24,0,13,0,,458000,1177800
Fern Bay,NSW,2295,fern-bay-nsw-2295,House,4,1007500,22,0,40,778,4.02,849750,1476250
Fern Bay,NSW,2295,fern-bay-nsw-2295,House,5,1337500,22,0,10,0,,1111250,1706500
Fern Bay,NSW,2295,fern-bay-nsw-2295,Unit,1,0,0,0,1,0,,0,0
Fern Bay,NSW,2295,fern-bay-nsw-2295,Unit,2,0,0,0,0,0,,0,0
Fern Bay,NSW,2295,fern-bay-nsw-2295,Unit,3,0,0,0,3,0,,0,0
Flinders,NSW,2529,flinders-nsw-2529,House,2,0,0,0,6,600,,0,0
Flinders,NSW,2529,flinders-nsw-2529,House,3,932500,28,0,35,750,4.18,832525,1238250
Flinders,NSW,2529,flinders-nsw-2529,House,4,1161802,31,0,35,870,3.89,970000,1526500
Flinders,NSW,2529,flinders-nsw-2529,House,5,0,0,0,9,0,,0,0
Flinders,NSW,2529,flinders-nsw-2529,Unit,1,0,0,0,0,0,,0,0
Flinders,NSW,2529,flinders-nsw-2529,Unit,2,0,0,0,5,0,,0,0
Flinders,NSW,2529,flinders-nsw-2529,Unit,3,0,0,0,7,0,,0,0
Kellyville Ridge,NSW,2155,kellyville-ridge-nsw-2155,House,2,0,0,0,0,0,,0,0
Kellyville Ridge,NSW,2155,kellyville-ridge-nsw-2155,House,3,1330000,0,0,12,825,3.23,1143000,1410250
Kellyville Ridge,NSW,2155,kellyville-ridge-nsw-2155,House,4,1600000,47,0.5555555555555556,62,890,2.89,1355000,1870000
Kellyville Ridge,NSW,2155,kellyville-ridge-nsw-2155,House,5,1965000,23,0,20,970,2.57,1633250,2178700
Kellyville Ridge,NSW,2155,kellyville-ridge-nsw-2155,Unit,1,0,0,0,7,540,,0,0
Kellyville Ridge,NSW,2155,kellyville-ridge-nsw-2155,Unit,2,567500,35,0,22,628,5.75,500500,686075
Kellyville Ridge,NSW,2155,kellyville-ridge-nsw-2155,Unit,3,0,0,0,7,749,,0,0
Lindfield,NSW,2070,lindfield-nsw-2070,House,2,0,0,0,5,0,,0,0
Lindfield,NSW,2070,lindfield-nsw-2070,House,3,2730000,0,0.3076923076923077,11,1548,2.95,1875000,16067347
Lindfield,NSW,2070,lindfield-nsw-2070,House,4,3810000,69,0.48148148148148145,46,1600,2.18,2450000,13716528
Lindfield,NSW,2070,lindfield-nsw-2070,House,5,5700000,89,0.4222222222222222,36,2000,1.82,2875000,8488500
Lindfield,NSW,2070,lindfield-nsw-2070,Unit,1,846000,53,0.7,23,720,4.43,607000,1190000
Lindfield,NSW,2070,lindfield-nsw-2070,Unit,2,1058500,37,0.4716981132075472,68,900,4.42,827000,1846000
Lindfield,NSW,2070,lindfield-nsw-2070,Unit,3,1530000,79,0.4090909090909091,37,1400,4.76,1185000,2995340
Old Bar,NSW,2430,old-bar-nsw-2430,House,2,576250,0,0,11,520,4.69,505750,848000
Old Bar,NSW,2430,old-bar-nsw-2430,House,3,735000,35,0,49,610,4.32,589000,958000
Old Bar,NSW,2430,old-bar-nsw-2430,House,4,890000,49,0,44,700,4.09,766000,1473250
Old Bar,NSW,2430,old-bar-nsw-2430,House,5,0,0,0,9,0,,0,0
